0	0	0	
-0.78503232	-0.78503232	1	
-2.120852	-1.3358197	2	
-1.9306406	0.19021143	3	
-2.0713758	-0.14073514	4	
-1.1502581	0.92111764	5	
-1.3872627	-0.23700462	6	
-2.0075362	-0.62027347	7	
-0.30845828	1.6990779	8	
-0.9041721	-0.59571382	9	
-2.6710424	-1.7668703	10	
-1.9650376	0.70600483	11	
-0.8937262	1.0713114	12	
-0.5992356	0.2944906	13	
0.32017134	0.91940694	14	
-0.11976624	-0.43993757	15	
-0.53641301	-0.41664677	16	
-0.49004581	0.046367196	17	
0.4414789	0.93152471	18	
1.7412269	1.299748	19	
3.7622056	2.0209787	20	
1.351939	-2.4102665	21	
0.72365526	-0.62828375	22	
0.71742846	-0.0062268031	23	
0.34133261	-0.37609584	24	
1.7028851	1.3615525	25	
0.32921028	-1.3736748	26	
-0.42720557	-0.75641584	27	
-0.85832834	-0.43112277	28	
0.23224579	1.0905741	29	
